Gene ID	System Code	Sample 001	Sample 002	Sample 003	Sample 004	Sample 005	Sample 006	Sample 007	Sample 008	Sample 009	Sample 010	Sample 011	Sample 012	Sample 013	Sample 014	Sample 015	Sample 016	Sample 017	Sample 018	Sample 019	Sample 020	Sample 021	Sample 022	Sample 023	Sample 024	Sample 025	Sample 026	Sample 027	Sample 028	Sample 029	Sample 030	Sample 031	Sample 032	Sample 033	Sample 034	Sample 035	Sample 036	Sample 037	Sample 038	Sample 039	Sample 040	Sample 041	Sample 042	Sample 043	Sample 044	Sample 045	Sample 046	Sample 047	Sample 048	Sample 049	Sample 050	Sample 051	Sample 052	Sample 053	Sample 054	Sample 055	Sample 056	Sample 057	Sample 058	Sample 059	Sample 060	Sample 061	Sample 062	Sample 063	Sample 064	Sample 065	Sample 066	Sample 067	Sample 068	Sample 069	Sample 070	Sample 071	Sample 072	Sample 073	Sample 074	Sample 075	Sample 076	Sample 077	Sample 078	Sample 079	Sample 080	Sample 081	Sample 082	Sample 083	Sample 084	Sample 085	Sample 086	Sample 087	Sample 088	Sample 089	Sample 090	Sample 091	Sample 092	Sample 093	Sample 094	Sample 095	Sample 096
598	L	0.081135542	0.073867621	0.08480425	0.294865439	0.797890596	0.706301452	0.497657568	0.209071004	0.916403395	0.681468799	0.706798711	0.744781129	0.716783775	0.673709954	0.64275149	0.663418331	0.051364636	0.581187256	0.446326225	0.52878882	0.430232915	0.859812535	0.92054256	0.281408127	0.264949606	0.302418656	0.659819885	0.244521789	0.465841889	0.352535843	0.024044518	0.288138959	0.189194258	0.625591737	0.558641102	0.686930793	0.167139355	0.456873619	0.278713527	0.780884573	0.339840093	0.682326496	0.808417778	0.327827827	0.008157672	0.737989699	0.074893256	0.34954318	0.635285431	0.410999283	0.39835044	0.82417137	0.764852138	0.366312343	0.568898787	0.279844982	0.532844773	0.820112159	0.147602972	0.894912562	0.900079787	0.249230094	0.288161888	0.267597682	0.661750969	0.729299504	0.072244982	0.140806529	0.455139953	0.89932225	0.452060686	0.006846628	0.099154416	0.497799392	0.185549992	0.364318728	0.362096832	0.989527621	0.364298768	0.664000914	0.598457659	0.588268723	0.255104057	0.92058281	0.422330644	0.263131148	0.095820365	0.096516087	0.761112431	0.137211056	0.597080326	0.944545948	0.363174139	0.165884518	0.767839788	0.321816161
3002	L	0.86873738	0.635880039	0.265291167	0.901848484	0.959341261	0.295158132	0.927001714	0.188750196	0.160979271	0.985230593	0.97676142	0.397491644	0.011015799	0.97228385	0.490353422	0.734576828	0.744987603	0.568428231	0.698539568	0.58349325	0.77643541	0.139249069	0.720184087	0.05228682	0.891339065	0.960765707	0.167065415	0.359123891	0.901654393	0.584939449	0.434107893	0.92772862	0.449314367	0.096437276	0.475907251	0.999008714	0.333956591	0.721731252	0.621679096	0.939762789	0.568855354	0.109495726	0.645035961	0.826232941	0.481683628	0.058779183	0.631182919	0.254904781	0.296104631	0.964879827	0.80345724	0.430973641	0.745262157	0.582072491	0.310189466	0.762152414	0.582685147	0.438791504	0.347849248	0.32696635	0.907251363	0.906903159	0.184471599	0.915382664	0.539018843	0.753928082	0.223657734	0.031769915	0.378558237	0.084631629	0.202308655	0.531513184	0.22261686	0.976581946	0.78787957	0.203194843	0.210975651	0.716118486	0.579014845	0.168248415	0.116786164	0.961603244	0.44402304	0.163754475	0.444145446	0.827536179	0.881235741	0.484642084	0.874887824	0.067270498	0.330603395	0.109369644	0.993880261	0.580366821	0.570447922	0.490007038
5551	L	0.786443072	0.805441196	0.984176165	0.970346487	0.960875575	0.797042007	0.027857216	0.431200135	0.537034912	0.847299227	0.429756234	0.419022343	0.417392088	0.358945735	0.616449203	0.709032188	0.064402577	0.587501586	0.691312104	0.909630382	0.309306415	0.953884327	0.310634615	0.107636626	0.455442044	0.653726109	0.364875512	0.428179773	0.137991737	0.249152496	0.869772714	0.590841915	0.647732361	0.940869431	0.643898742	0.278223457	0.076068312	0.095190382	0.724048861	0.806589219	0.687159685	0.826440875	0.818920183	0.495021647	0.396118898	0.990447489	0.711921303	0.180175195	0.263106491	0.375018	0.618894582	0.281479235	0.406177594	0.898604506	0.950584185	0.658358544	0.762595156	0.830012348	0.312556632	0.902871523	0.424365293	0.950841364	0.84998875	0.100054848	0.572231822	0.446630781	0.644662998	0.317730713	0.535597842	0.075890874	0.77190353	0.03498224	0.856819433	0.435255625	0.183099881	0.107725463	0.795631443	0.576375553	0.427183082	0.587233057	0.383807749	0.440604061	0.811142376	0.781651544	0.393195227	0.440706839	0.802894754	0.339333221	0.127189493	0.904176343	0.116657453	0.119326477	0.15078994	0.182154512	0.063330702	0.132456166
356	L	0.367129123	0.713617392	0.73144306	0.253184005	0.573265641	0.625431416	0.64335751	0.050140722	0.653481195	0.877450581	0.81790715	0.641544301	0.442870402	0.870403375	0.738688431	0.251555581	0.63670097	0.938949738	0.201886531	0.126666384	0.386000951	0.349473035	0.711856038	0.961663836	0.833596409	0.820651896	0.630853205	0.828980707	0.987538708	0.412664312	0.364850966	0.874570158	0.994365466	0.702669904	0.942723892	0.106479116	0.42418238	0.441117285	0.577052214	0.436754478	0.835681237	0.628003702	0.748235076	0.649072081	0.003913832	0.37193693	0.73996137	0.27752048	0.970274533	0.156985943	0.315746427	0.2082379	0.375928817	0.328292903	0.032187859	0.465107511	0.702907421	0.812696424	0.900885996	0.938060234	0.701020948	0.905558466	0.481793527	0.646906676	0.002080804	0.586884304	0.136276912	0.387936559	0.207532493	0.489460972	0.925901449	0.458274572	0.902377247	0.682281952	0.646417977	0.262644852	0.024137187	0.970656024	0.04518474	0.953959256	0.854163795	0.116346893	0.030537116	0.740843011	0.357654976	0.849826528	0.31449328	0.612473594	0.837328291	0.263377049	0.314637211	0.810111324	0.902413072	0.40084422	0.221585329	0.54831588
578	L	0.071393524	0.636878428	0.974994965	0.445551743	0.13269873	0.535579001	0.335945856	0.631007496	0.737238538	0.513443225	0.323419419	0.98280339	0.970244525	0.804577835	0.17590808	0.77955041	0.285568498	0.606768582	0.459667594	0.518607916	0.684584796	0.699773267	0.811474233	0.001690271	0.032154604	0.499625377	0.242061735	0.04928528	0.068815595	0.826683381	0.489625838	0.732947592	0.562521293	0.592336523	0.104101518	0.166978187	0.802052301	0.394826466	0.548842633	0.243594086	0.340396321	0.787916614	0.284042011	0.236134071	0.185726994	0.775071215	0.900780343	0.998237395	0.994581704	0.063107958	0.646965867	0.950762207	0.588915532	0.259482496	0.277166089	0.449757238	0.750660669	0.068581543	0.115248677	0.444853266	0.548134969	0.269558783	0.686697712	0.999030177	0.636267967	0.067958959	0.323781349	0.745862178	0.636344011	0.130783527	0.384881321	0.300699883	0.229110006	0.09693695	0.959462948	0.669559936	0.764021814	0.698864952	0.573718312	0.648850666	0.082419053	0.751641492	0.852310387	0.529033803	0.85768432	0.126325869	0.748998574	0.403068697	0.225047525	0.894411335	0.779725393	0.287808614	0.985447152	0.172362704	0.222783936	0.998881118
637	L	0.290791169	0.508232481	0.748731993	0.763928053	0.817691946	0.275695588	0.86794261	0.497775849	0.423509464	0.935466061	0.765779874	0.667911053	0.965732266	0.110350718	0.652774567	0.922659754	0.455015918	0.317405935	0.828846969	0.088444916	0.428253449	0.376053042	0.332365821	0.68914785	0.860958947	0.067778193	0.428760457	0.505367827	0.264259652	0.445784842	0.224135471	0.789126648	0.915240586	0.485672289	0.706066016	0.784491879	0.484632233	0.178624713	0.458809418	0.754021737	0.456016973	0.575933682	0.284224072	0.136347917	0.38885297	0.119048725	0.777202701	0.070111585	0.413690946	0.684370468	0.062974549	0.099261954	0.017807549	0.108421391	0.720995529	0.778180396	0.564562351	0.068868062	0.652770343	0.465781636	0.027721663	0.406355401	0.515344163	0.226789942	0.971593062	0.610504049	0.306119456	0.786283962	0.691230522	0.790701548	0.471905038	0.343066956	0.322994781	0.653407155	0.906775489	0.355737241	0.904505082	0.67688557	0.890384437	0.771375528	0.2155137	0.223806556	0.13960009	0.357491933	0.051231663	0.526610315	0.355698532	0.603110108	0.567395559	0.638973228	0.320988458	0.656563452	0.714331049	0.483912331	0.183613948	0.160164167
581	L	0.613285762	0.860676501	0.286900453	0.155490843	0.567655449	0.419240029	0.516261879	0.99229253	0.922592502	0.403900954	0.209366925	0.925771107	0.590236681	0.982728735	0.552568109	0.013984446	0.382731153	0.167312026	0.246508093	0.692499255	0.99638338	0.145279	0.444856323	0.623178243	0.273435684	0.190720101	0.463698136	0.387053495	0.932509493	0.571502004	0.783358128	0.358881176	0.154887237	0.189079405	0.939616918	0.765169361	0.558960782	0.792113597	0.920230199	0.85528041	0.818108538	0.375583625	0.079642018	0.758361502	0.600911011	0.031095569	0.835436286	0.996092466	0.836756416	0.249223646	0.187153843	0.655429776	0.234542725	0.952247553	0.538309838	0.408138375	0.302840527	0.131462327	0.752257421	0.493182052	0.662690343	0.327303876	0.053774155	0.150172329	0.491186116	0.198175324	0.788614891	0.961773474	0.316541131	0.216587437	0.739538261	0.720448856	0.188321874	0.718559922	0.229865312	0.658997917	0.982022978	0.586984085	0.93639911	0.059538242	0.097021506	0.674257784	0.508447503	0.946675198	0.910776433	0.730037618	0.271817403	0.533454892	0.323828747	0.734661695	0.599584903	0.228631327	0.286326983	0.788929335	0.687870645	0.082219381
4609	L	0.572691371	0.985942731	0.346072153	0.475525379	0.223934854	0.303636351	0.705131077	0.249210244	0.307508185	0.270552508	0.211898913	0.997047202	0.013622413	0.223378708	0.885959887	0.805282011	0.328336621	0.077702577	0.271038222	0.654216445	0.380963536	0.328089771	0.192863941	0.990223148	0.3488218	0.211703237	0.002851072	0.621911366	0.024581059	0.823013263	0.690521504	0.72258214	0.64173824	0.413183066	0.261297409	0.479589652	0.900241143	0.989276949	0.985111287	0.827285794	0.317647486	0.647704543	0.551312125	0.077928926	0.81079998	0.811689184	0.947317011	0.729328581	0.879494756	0.438516258	0.918768678	0.441676758	0.933635103	0.875748122	0.805586439	0.524752496	0.450291562	0.350294162	0.361077178	0.748615187	0.936313745	0.756514101	0.487073128	0.060918007	0.901522207	0.371315568	0.405066693	0.15102268	0.83941958	0.157278087	0.020766312	0.589431773	0.146357612	0.65379646	0.44093702	0.50740552	0.726432754	0.021740669	0.5657072	0.131285448	0.262286932	0.913354135	0.22805234	0.826903241	0.313269074	0.492933708	0.867455616	0.188540488	0.548719806	0.177002076	0.041540136	0.734531129	0.556106629	0.390626696	0.649544782	0.815643847
7157	L	0.883551712	0.236272316	0.730987165	0.948937955	0.978590532	0.560917143	0.132812299	0.574373433	0.718293763	0.637155785	0.168152513	0.451069833	0.03800425	0.367562028	0.975782124	0.207694171	0.653700883	0.141680315	0.861412316	0.214097351	0.808777392	0.301761272	0.922420368	0.817606261	0.979697208	0.935726338	0.497680929	0.481751996	0.537752818	0.809013993	0.371917085	0.885364076	0.195568072	0.284350302	0.694743206	0.263464354	0.714596491	0.412025585	0.766337511	0.622498219	0.231281048	0.543938494	0.884363365	0.345349052	0.850538033	0.346058366	0.320042229	0.726719144	0.999747011	0.833905755	0.228553363	0.270544469	0.781392854	0.086199986	0.146917307	0.048359189	0.624359743	0.812790249	0.583199416	0.473003958	0.935369278	0.894076371	0.773921469	0.924912188	0.595633193	0.937825507	0.655608034	0.58430346	0.13240739	0.058845441	0.078897008	0.76508172	0.287908946	0.285111148	0.588134995	0.034759883	0.316955853	0.444262868	0.196948675	0.978004849	0.501961784	0.286354815	0.062934022	0.571413462	0.587756856	0.720535223	0.736738541	0.651616476	0.884170684	0.679836355	0.290344009	0.400069139	0.929354316	0.373354855	0.367290706	0.666343139
4193	L	0.676781613	0.927806154	0.603168362	0.397453604	0.587840966	0.092493281	0.283360265	0.295598415	0.270653118	0.043993415	0.598496351	0.978656671	0.707338085	0.263465636	0.306185942	0.321463686	0.354659417	0.849418932	0.268571234	0.450469122	0.217924768	0.236025517	0.600043244	0.95309935	0.815674755	0.504388998	0.510059369	0.271489536	0.348544971	0.240417189	0.019756551	0.761002793	0.143422225	0.030185828	0.230507979	0.866919782	0.043646838	0.647371176	0.624420736	0.253987689	0.399149034	0.563607354	0.670945146	0.57066079	0.624922038	0.178129884	0.111594217	0.484869185	0.352639603	0.074446728	0.039391418	0.227657883	0.537930591	0.786918502	0.234657936	0.970575637	0.905789558	0.14078958	0.741261528	0.122444755	0.461451086	0.83873843	0.894372	0.985508914	0.902838222	0.249943133	0.978112068	0.309313388	0.33215538	0.870086634	0.498488826	0.675215066	0.740501363	0.63420519	0.396438538	0.556072204	0.529614575	0.705357732	0.735616946	0.616589379	0.920925085	0.915457652	0.016770607	0.179391655	0.764073726	0.996797958	0.350247986	0.444164435	0.125978295	0.271857718	0.391514156	0.816941267	0.800183852	0.515384264	0.05318237	0.480484865
5970	L	0.083440124	0.427851756	0.718380666	0.602536102	0.928356706	0.106986766	0.946939788	0.714462439	0.8630998	0.300646754	0.567670229	0.541223536	0.82428774	0.697140104	0.083136729	0.259736464	0.052545404	0.563572062	0.671963369	0.921338014	0.488820895	0.685294521	0.997909985	0.311962792	0.806343614	0.355828838	0.439277518	0.313331428	0.915293962	0.352072494	0.883834716	0.999152073	0.087545853	0.225259053	0.253947045	0.701969516	0.894765364	0.502767889	0.127002489	0.571623631	0.473308247	0.319749718	0.257418636	0.69769332	0.733172423	0.430050081	0.380024307	0.207429864	0.129619805	0.01434867	0.496976176	0.338283846	0.906947048	0.662121538	0.740194562	0.796917714	0.342489114	0.943807266	0.527006667	0.609033263	0.850768527	0.818617192	0.373852692	0.98453951	0.650521659	0.928768882	0.5038914	0.753313569	0.930510334	0.350852172	0.368510287	0.520838732	0.615549283	0.925812465	0.656726859	0.411306934	0.051644433	0.286105317	0.343964441	0.114665781	0.973516275	0.776169656	0.051376117	0.271035541	0.606563457	0.277812365	0.249981314	0.077185486	0.374897247	0.75930797	0.02266042	0.287731528	0.972821139	0.989793452	0.51927283	0.956553095
4790	L	0.182860413	0.491688852	0.755959715	0.351139867	0.458419694	0.849633143	0.929807383	0.195165307	0.730881157	0.735110432	0.615265633	0.632359631	0.112353226	0.706435294	0.552743622	0.675627881	0.063075481	0.108222355	0.012106394	0.670379878	0.436458513	0.881094097	0.008112185	0.888279889	0.518651558	0.390317414	0.522775582	0.928654052	0.145475749	0.522954297	0.631739296	0.614236881	0.98548039	0.105665943	0.109448563	0.003960709	0.598492275	0.648038608	0.869304217	0.920848995	0.848356534	0.040895737	0.716406636	0.927859187	0.264506316	0.837801973	0.47333535	0.558421954	0.888845036	0.685640721	0.174979566	0.627223669	0.87368047	0.822590607	0.852521257	0.609575521	0.338804424	0.833329343	0.475269525	0.574204658	0.397756122	0.896974486	0.627093539	0.507017184	0.977425485	0.914241533	0.77769096	0.150755154	0.306683579	0.16139857	0.002031369	0.506138958	0.753721089	0.532893025	0.240639606	0.078508229	0.323476956	0.542827833	0.808301751	0.445636592	0.01173346	0.426616476	0.696285031	0.640208223	0.18159341	0.409629393	0.208043815	0.844312872	0.575362283	0.676546587	0.418436536	0.244497211	0.379801769	0.701880509	0.299102999	0.260878503
317	L	0.475203292	0.371629585	0.116094115	0.673445145	0.131296418	0.234489356	0.452400281	0.677755939	0.103804748	0.67252749	0.619433988	0.711781703	0.402759439	0.315160516	0.190724349	0.660012157	0.975811902	0.556742133	0.662085879	0.045662433	0.106795065	0.605121217	0.952692577	0.182948922	0.863656616	0.498386349	0.492545266	0.102054905	0.645238848	0.901988994	0.917899467	0.325293409	0.231454431	0.588743463	0.415169272	0.3679059	0.717661804	0.340851882	0.147961463	0.629461016	0.0033009	0.869136745	0.119199451	0.887171151	0.255338137	0.047453825	0.327648521	0.288373518	0.001433362	0.51672845	0.35081004	0.721936614	0.294726668	0.641491029	0.791511064	0.59022301	0.640808359	0.041791007	0.430285151	0.473192033	0.71359962	0.554780804	0.908903722	0.293014721	0.240411535	0.3777649	0.909598456	0.225302746	0.988189999	0.10862202	0.687088616	0.756183256	0.217243138	0.978617851	0.3302889	0.201417265	0.137866825	0.180625857	0.865489186	0.732680395	0.431475548	0.289911429	0.634566601	0.57585004	0.645694382	0.873580528	0.094049715	0.854279882	0.985504832	0.222255797	0.982894912	0.086016859	0.822408583	0.241381843	0.76183994	0.797632676
842	L	0.395913235	0.809593741	0.642663503	0.436964804	0.169761291	0.746559254	0.881736609	0.210433806	0.789227075	0.204111384	0.356683921	0.590993316	0.75026776	0.485036039	0.556081225	0.90096169	0.968403384	0.384457497	0.85461492	0.402977628	0.389592878	0.185437152	0.292126475	0.735676693	0.620051354	0.936504299	0.795512186	0.688787719	0.254605179	0.731090854	0.345740736	0.737413137	0.069903888	0.55713128	0.460884411	0.880994762	0.896718223	0.657436655	0.178540486	0.221562694	0.076877124	0.108631051	0.379787934	0.333791718	0.220560275	0.410346119	0.993401794	0.022276965	0.453091432	0.377379265	0.796677126	0.359697113	0.316683471	0.457907072	0.979151469	0.689111885	0.47484755	0.283806488	0.213223957	0.692801334	0.518529831	0.439294084	0.096856529	0.228478315	0.542105402	0.645385478	0.688772432	0.30745112	0.824162114	0.317952636	0.545780127	0.360486147	0.050824678	0.993263364	0.728722323	0.588485632	0.929577147	0.681266495	0.800068215	0.304713241	0.019253985	0.5173412	0.030577947	0.622830593	0.179453366	0.287747493	0.533354691	0.724093476	0.23505883	0.176664671	0.81030092	0.564260154	0.166108638	0.55910343	0.831111677	0.867286405
4792	L	0.675000976	0.058635432	0.679039539	0.69539433	0.963902257	0.736050563	0.652634632	0.28107538	0.078206878	0.473563474	0.174347036	0.274713677	0.25547942	0.2313455	0.859283171	0.36092536	0.801461114	0.879196633	0.778094682	0.885303611	0.480773239	0.384102377	0.858382321	0.203100199	0.566132957	0.150835435	0.712955861	0.166327424	0.002031871	0.092840923	0.3337625	0.42216907	0.536626702	0.092623558	0.113927431	0.370420792	0.415961622	0.287567929	0.716635398	0.682772152	0.148810859	0.733523825	0.37934245	0.687625294	0.707715742	0.662508542	0.553248262	0.12436024	0.009155181	0.0638222	0.338647031	0.430926313	0.013361124	0.333652585	0.450781216	0.848715961	0.192102371	0.069135605	0.235093963	0.742289356	0.423228893	0.225762336	0.917932434	0.119306242	0.332746969	0.263427494	0.624076174	0.480644817	0.960418422	0.674345697	0.6065027	0.60059008	0.01572032	0.094166011	0.089286512	0.730463085	0.443795859	0.917038231	0.857011069	0.155548894	0.704505063	0.927959798	0.584025724	0.96399274	0.807020941	0.039669656	0.343532058	0.58335528	0.154299158	0.665812338	0.687858109	0.519038441	0.899430578	0.084990134	0.350969724	0.46982381
3725	L	0.214485661	0.396123134	0.061214214	0.942353109	0.669660017	0.636845365	0.001672489	0.426208161	0.696284989	0.584816715	0.094834894	0.085213676	0.679653181	0.984367002	0.267872217	0.71072768	0.983962876	0.580467634	0.224454652	0.962021498	0.9202475	0.82768648	0.53656617	0.439194098	0.28736665	0.792900523	0.118784398	0.446788256	0.11386167	0.19874784	0.675591836	0.886311401	0.612328173	0.862565777	0.678917752	0.74477829	0.537983245	0.26803041	0.92150053	0.663446714	0.189436118	0.484571643	0.619923963	0.921230893	0.929407383	0.030619904	0.807740484	0.440036291	0.303149242	0.05122613	0.027373984	0.188658594	0.598816549	0.095854545	0.277760363	0.448026314	0.177399114	0.450358016	0.866127587	0.107082252	0.394042944	0.970490043	0.93918737	0.986837171	0.62791727	0.953305833	0.851007227	0.041710588	0.816396536	0.611710118	0.287689684	0.287656691	0.143374028	0.489148971	0.028436801	0.956604939	0.439644158	0.340314461	0.787712961	0.450725627	0.020694369	0.198840176	0.295997099	0.891974816	0.860775954	0.671382695	0.379743413	0.794742737	0.507747013	0.973250832	0.305545456	0.372884046	0.148066547	0.526009239	0.319755084	0.738123249
10018	L	0.130129636	0.957682619	0.321937313	0.61084519	0.555992212	0.767777687	0.715258777	0.508858969	0.435118372	0.538766296	0.165596929	0.180425035	0.897563293	0.561316183	0.151242235	0.982887681	0.418162261	0.872742779	0.723720743	0.274871438	0.180130694	0.399446981	0.090539468	0.973819286	0.207999439	0.23500628	0.993791231	0.320820941	0.950118063	0.165027878	0.8911469	0.787972693	0.131511724	0.670657448	0.893540304	0.101993912	0.406159318	0.832623443	0.582488677	0.738760937	0.568223952	0.14044974	0.896439173	0.539220559	0.930997647	0.073996504	0.592288226	0.434414109	0.35202353	0.720816688	0.879595712	0.640634179	0.925204084	0.212881975	0.559210015	0.803721401	0.445941594	0.348460912	0.641292856	0.827963544	0.630752127	0.194218453	0.932693503	0.369587758	0.622355998	0.21213838	0.822828715	0.613441758	0.62553733	0.893026597	0.630045993	0.724103321	0.786021055	0.197798055	0.37888061	0.717357454	0.617809391	0.619326594	0.834885246	0.997823395	0.87544919	0.528425224	0.203270247	0.402198548	0.560858453	0.258054122	0.817131323	0.781041218	0.117052206	0.538224796	0.94902015	0.272959749	0.849817904	0.264192902	0.833118101	0.200246593
8739	L	0.194574769	0.442920292	0.803607738	0.237307024	0.209553608	0.587618188	0.114079655	0.78555165	0.506524206	0.637236045	0.24838875	0.001225645	0.890417462	0.433528061	0.891276062	0.822796044	0.454598459	0.110095028	0.689736154	0.243404787	0.663174023	0.801084599	0.91585274	0.780542157	0.570671949	0.068868684	0.303111449	0.587220424	0.449992454	0.480321624	0.106126565	0.605019326	0.318133967	0.147743501	0.857441851	0.257066095	0.462584843	0.83578569	0.346464154	0.152340407	0.291206701	0.46727216	0.923760915	0.734111845	0.840293533	0.012079113	0.080012295	0.657658964	0.425562197	0.658610552	0.631549464	0.473517994	0.051039832	0.180820661	0.610423531	0.697118328	0.023774136	0.38894333	0.829363366	0.309909178	0.923235779	0.334050698	0.309553276	0.839944835	0.217862602	0.122187815	0.163110769	0.035531187	0.5026804	0.769808711	0.630746205	0.032829592	0.036536147	0.545955118	0.788955771	0.795904453	0.059014823	0.476718021	0.454868689	0.904820644	0.137531157	0.352807881	0.355273545	0.454143564	0.632037758	0.764628929	0.04200726	0.177866885	0.076872675	0.156284039	0.718047547	0.519143338	0.146452277	0.872206	0.343209539	0.839744617
665	L	0.007838636	0.899206477	0.105863749	0.051816978	0.755405813	0.418342743	0.050830569	0.761616893	0.238830088	0.112822269	0.97321062	0.596859982	0.490417018	0.927632531	0.029092384	0.344345562	0.548022912	0.935784207	0.611314984	0.188208939	0.903266152	0.262671005	0.315655365	0.774778977	0.964521276	0.44605979	0.180046302	0.110779831	0.042755265	0.123188212	0.179097023	0.48803256	0.366895093	0.223259181	0.694940631	0.084562022	0.988481136	0.164828139	0.735460086	0.529123728	0.881918114	0.286800793	0.844524537	0.03600786	0.074821778	0.775874503	0.213579528	0.467467901	0.639879456	0.987417631	0.476812554	0.423201862	0.018146001	0.964546056	0.326723676	0.156920415	0.050498482	0.010369532	0.97482935	0.599507535	0.748435819	0.388813472	0.346011352	0.919370195	0.218685271	0.764688663	0.4156963	0.074554971	0.534554855	0.864099708	0.008823213	0.991935393	0.898765972	0.630555691	0.475452523	0.501910613	0.711871559	0.158079681	0.401786656	0.32921194	0.183801841	0.03034034	0.217780166	0.005804547	0.170022857	0.647384044	0.460893601	0.446619445	0.402426972	0.114977202	0.773638494	0.563747308	0.370161126	0.801869345	0.821666892	0.867081798
843	L	0.1256284	0.344481781	0.831802582	0.129581557	0.498006135	0.850044464	0.396460515	0.174950121	0.928313168	0.368569085	0.536417599	0.80524642	0.302473671	0.123011012	0.83137274	0.984586096	0.507155408	0.669819349	0.508752519	0.521158479	0.331871483	0.082183133	0.782595546	0.769226277	0.054633734	0.556851981	0.097988547	0.802350744	0.033254355	0.273579262	0.268512601	0.979437653	0.963218421	0.298407062	0.454341419	0.46260493	0.157443364	0.120348856	0.604715306	0.207045452	0.360553479	0.059785075	0.876473725	0.722804719	0.341157874	0.616345569	0.286162816	0.980254031	0.13295682	0.180116244	0.826287424	0.376500861	0.830991261	0.773915046	0.360509377	0.295911738	0.180336481	0.732814276	0.748551215	0.923382265	0.835527141	0.295756461	0.450777358	0.226783367	0.355668003	0.640479008	0.531455977	0.751789037	0.637668309	0.131190952	0.35026167	0.019971381	0.367152901	0.955213912	0.446262487	0.393161077	0.165276635	0.020665304	0.258100941	0.157931654	0.560833582	0.46597592	0.307733902	0.655645699	0.207152461	0.037164833	0.20882047	0.614397464	0.879381231	0.072667555	0.399436039	0.777842186	0.225391153	0.43396946	0.209166342	0.146420715
1677	L	0.082162132	0.26501903	0.437842755	0.578884687	0.842416002	0.557339486	0.463633643	0.63926813	0.415072594	0.718073897	0.957897032	0.280902817	0.421043639	0.077813839	0.990415079	0.201077191	0.165868012	0.640561505	0.835701989	0.269282596	0.21719356	0.648508896	0.593059483	0.187494322	0.251499457	0.462075163	0.324330592	0.219133795	0.822116669	0.048631584	0.227760646	0.368192285	0.770100485	0.642799623	0.146566691	0.520408842	0.226688635	0.946442863	0.13498983	0.296296066	0.337448831	0.16710377	0.083184582	0.689937059	0.063484229	0.937873145	0.183354704	0.400160068	0.445493212	0.94015214	0.729836964	0.682264383	0.385446588	0.004803393	0.161469654	0.478663083	0.092074874	0.642081331	0.287794599	0.170357038	0.206390289	0.334384998	0.055607683	0.628738854	0.2187575	0.729254397	0.545720184	0.803923673	0.891721067	0.396057468	0.536929511	0.234123369	0.915285897	0.354007123	0.914890814	0.751013498	0.128656928	0.769057869	0.337496969	0.423594967	0.763996769	0.438809965	0.708504988	0.770135137	0.288825864	0.24316032	0.70319029	0.563027376	0.80759105	0.830118752	0.162470094	0.542098681	0.492040604	0.894642166	0.388828359	0.706972559
1676	L	0.543923311	0.858727092	0.523943326	0.556797945	0.716051876	0.769728615	0.277014398	0.070977058	0.543311236	0.67094308	0.897409593	0.132541094	0.787691805	0.899254288	0.345961504	0.079740824	0.103132921	0.166163507	0.657260446	0.661587001	0.256435216	0.925368609	0.990603201	0.52538227	0.729998376	0.390542579	0.033314247	0.425091334	0.281357679	0.27228083	0.707571628	0.500916021	0.878147805	0.194633504	0.295589381	0.33592142	0.001540026	0.370612994	0.383378402	0.640685475	0.773997491	0.629219292	0.808819661	0.902209296	0.869024629	0.103824223	0.576508756	0.357230952	0.089211476	0.343027989	0.63304467	0.532677092	0.044325563	0.609493229	0.189939738	0.00610718	0.017798063	0.502678594	0.000640602	0.370612902	0.330226992	0.04980337	0.42305656	0.17037081	0.629768765	0.439916347	0.723473026	0.135781707	0.451881117	0.783855061	0.251865648	0.809086706	0.418551854	0.563711152	0.099822053	0.245482995	0.540579794	0.784271383	0.983664896	0.949574619	0.836242567	0.376196407	0.52145045	0.541727943	0.719817778	0.946085785	0.539123792	0.174150066	0.068013728	0.664072568	0.88020087	0.565285498	0.885791056	0.326308366	0.856441806	0.013200806
3070	L	0.580830119	0.14251775	0.03593638	0.361757928	0.331549784	0.011925489	0.800203706	0.965542091	0.47192284	0.820513247	0.643377374	0.384424402	0.799223409	0.378534558	0.884550169	0.367648226	0.507194412	0.337877596	0.536312652	0.407323591	0.416169025	0.716852137	0.336575249	0.639662483	0.774608323	0.748759116	0.282307039	0.720911412	0.500713734	0.163352957	0.319209044	0.925782291	0.991316002	0.687995303	0.729913112	0.22294253	0.528358784	0.438785972	0.629286983	0.133430197	0.826995428	0.252175508	0.897366953	0.208806236	0.362488288	0.727843515	0.065931831	0.955895999	0.333850379	0.598729511	0.552427187	0.824492526	0.544711655	0.334012156	0.046749077	0.11667197	0.422757901	0.663192285	0.044338852	0.918932187	0.218277936	0.579065976	0.226083672	0.866613864	0.113904418	0.587404804	0.511086048	0.566571608	0.11051372	0.255768169	0.20538076	0.186131153	0.682616312	0.362842001	0.614514969	0.035475327	0.614583459	0.3499036	0.678560083	0.11429256	0.825975254	0.134366627	0.288353838	0.884642809	0.343210805	0.230234384	0.830161787	0.835110359	0.676980326	0.546631265	0.405186366	0.665634239	0.065314561	0.617641176	0.735506192	0.538796882
